index,Datum,Kvalitet,Snittemperatur,Year,Month,day_of_year,Over_10_5_days_in_a_row,0_or_under_5_days_in_a_row
14004,2007-03-28,Y,8.07,2007,3,87,0,0
14005,2007-03-29,Y,8.9,2007,3,88,0,0
14006,2007-03-30,Y,8.23,2007,3,89,0,0
14007,2007-03-31,Y,7.78,2007,3,90,0,0
14008,2007-04-01,Y,7.22,2007,4,91,0,0
14009,2007-04-02,Y,6.94,2007,4,92,0,0
14010,2007-04-03,Y,5.86,2007,4,93,0,0
14011,2007-04-04,Y,5.38,2007,4,94,0,0
14012,2007-04-05,Y,7.56,2007,4,95,0,0
14013,2007-04-06,Y,2.76,2007,4,96,0,0
14014,2007-04-07,Y,1.94,2007,4,97,0,0
14015,2007-04-08,Y,1.52,2007,4,98,0,0
14016,2007-04-09,Y,3.97,2007,4,99,0,0
14017,2007-04-10,Y,7.76,2007,4,100,0,0
14018,2007-04-11,Y,8.39,2007,4,101,0,0
14019,2007-04-12,Y,8.22,2007,4,102,0,0
14020,2007-04-13,Y,8.86,2007,4,103,0,0
14021,2007-04-14,Y,11.59,2007,4,104,0,0
14022,2007-04-15,Y,12.21,2007,4,105,0,0
14023,2007-04-16,Y,12.71,2007,4,106,0,0
14024,2007-04-17,Y,7.99,2007,4,107,0,0
14025,2007-04-18,Y,7.44,2007,4,108,0,0
14026,2007-04-19,Y,6.83,2007,4,109,0,0
14027,2007-04-20,Y,5.15,2007,4,110,0,0
14028,2007-04-21,Y,3.79,2007,4,111,0,0
14029,2007-04-22,Y,5.68,2007,4,112,0,0
14030,2007-04-23,Y,8.54,2007,4,113,0,0
14031,2007-04-24,Y,12.11,2007,4,114,0,0
14032,2007-04-25,Y,13.79,2007,4,115,0,0
14033,2007-04-26,Y,14.32,2007,4,116,0,0
14034,2007-04-27,Y,14.08,2007,4,117,0,0
14035,2007-04-28,Y,11.97,2007,4,118,1,0
14036,2007-04-29,Y,9.62,2007,4,119,0,0
14037,2007-04-30,Y,10.08,2007,4,120,0,0
14038,2007-05-01,Y,11.25,2007,5,121,0,0
14039,2007-05-02,Y,11.36,2007,5,122,0,0
14040,2007-05-03,Y,10.84,2007,5,123,0,0
14041,2007-05-04,Y,8.78,2007,5,124,0,0
14042,2007-05-05,Y,10.46,2007,5,125,0,0
14043,2007-05-06,Y,10.61,2007,5,126,0,0
14044,2007-05-07,Y,9.85,2007,5,127,0,0
14045,2007-05-08,Y,9.39,2007,5,128,0,0
14046,2007-05-09,Y,9.94,2007,5,129,0,0
14047,2007-05-10,Y,7.44,2007,5,130,0,0
14048,2007-05-11,Y,8.96,2007,5,131,0,0
14049,2007-05-12,Y,8.53,2007,5,132,0,0
14050,2007-05-13,Y,11.0,2007,5,133,0,0
14051,2007-05-14,Y,11.8,2007,5,134,0,0
14052,2007-05-15,Y,8.57,2007,5,135,0,0
14053,2007-05-16,Y,8.88,2007,5,136,0,0
14054,2007-05-17,Y,6.09,2007,5,137,0,0
14055,2007-05-18,Y,10.16,2007,5,138,0,0
14056,2007-05-19,Y,13.6,2007,5,139,0,0
14057,2007-05-20,Y,12.31,2007,5,140,0,0
14058,2007-05-21,Y,9.96,2007,5,141,0,0
14059,2007-05-22,Y,11.84,2007,5,142,0,0
14060,2007-05-23,Y,11.65,2007,5,143,0,0
14061,2007-05-24,Y,12.41,2007,5,144,0,0
14062,2007-05-25,Y,13.92,2007,5,145,0,0
14063,2007-05-26,Y,11.22,2007,5,146,1,0
14064,2007-05-27,Y,10.68,2007,5,147,0,0
14065,2007-05-28,Y,13.42,2007,5,148,0,0
14066,2007-05-29,Y,14.04,2007,5,149,0,0
14067,2007-05-30,Y,12.64,2007,5,150,0,0
14068,2007-05-31,Y,13.21,2007,5,151,1,0
14069,2007-06-01,Y,12.16,2007,6,152,0,0
14070,2007-06-02,Y,14.24,2007,6,153,0,0
14071,2007-06-03,Y,16.13,2007,6,154,0,0
14072,2007-06-04,Y,17.12,2007,6,155,0,0
14073,2007-06-05,Y,19.64,2007,6,156,1,0
14074,2007-06-06,Y,21.01,2007,6,157,0,0
14075,2007-06-07,Y,22.54,2007,6,158,0,0
14076,2007-06-08,Y,21.12,2007,6,159,0,0
14077,2007-06-09,Y,23.24,2007,6,160,0,0
14078,2007-06-10,Y,23.21,2007,6,161,1,0
14079,2007-06-11,Y,21.99,2007,6,162,0,0
14080,2007-06-12,Y,18.72,2007,6,163,0,0
14081,2007-06-13,Y,13.92,2007,6,164,0,0
14082,2007-06-14,Y,12.79,2007,6,165,0,0
14083,2007-06-15,Y,14.94,2007,6,166,1,0
14084,2007-06-16,Y,13.22,2007,6,167,0,0
14085,2007-06-17,Y,13.42,2007,6,168,0,0
14086,2007-06-18,Y,13.5,2007,6,169,0,0
14087,2007-06-19,Y,15.78,2007,6,170,0,0
14088,2007-06-20,Y,17.75,2007,6,171,1,0
14089,2007-06-21,Y,16.07,2007,6,172,0,0
14090,2007-06-22,Y,14.79,2007,6,173,0,0
14091,2007-06-23,Y,16.14,2007,6,174,0,0
14092,2007-06-24,Y,15.99,2007,6,175,0,0
14093,2007-06-25,Y,16.21,2007,6,176,1,0
14094,2007-06-26,Y,13.15,2007,6,177,0,0
14095,2007-06-27,Y,13.04,2007,6,178,0,0
14096,2007-06-28,Y,13.38,2007,6,179,0,0
14097,2007-06-29,Y,13.98,2007,6,180,0,0
14098,2007-06-30,Y,13.79,2007,6,181,1,0
14099,2007-07-01,Y,15.16,2007,7,182,0,0
14100,2007-07-02,Y,15.15,2007,7,183,0,0
14101,2007-07-03,Y,14.58,2007,7,184,0,0
14102,2007-07-04,Y,14.45,2007,7,185,0,0
14103,2007-07-05,Y,14.46,2007,7,186,1,0
14104,2007-07-06,Y,16.26,2007,7,187,0,0
14105,2007-07-07,Y,15.16,2007,7,188,0,0
14106,2007-07-08,Y,13.98,2007,7,189,0,0
14107,2007-07-09,Y,14.14,2007,7,190,0,0
14108,2007-07-10,Y,14.04,2007,7,191,1,0
14109,2007-07-11,Y,12.33,2007,7,192,0,0
14110,2007-07-12,Y,13.05,2007,7,193,0,0
14111,2007-07-13,Y,14.51,2007,7,194,0,0
14112,2007-07-14,Y,16.34,2007,7,195,0,0
14113,2007-07-15,Y,16.18,2007,7,196,1,0
14114,2007-07-16,Y,19.62,2007,7,197,0,0
14115,2007-07-17,Y,18.66,2007,7,198,0,0
14116,2007-07-18,Y,16.8,2007,7,199,0,0
14117,2007-07-19,Y,14.66,2007,7,200,0,0
14118,2007-07-20,Y,14.95,2007,7,201,1,0
14119,2007-07-21,Y,14.38,2007,7,202,0,0
14120,2007-07-22,Y,15.41,2007,7,203,0,0
14121,2007-07-23,Y,12.78,2007,7,204,0,0
14122,2007-07-24,Y,14.97,2007,7,205,0,0
14123,2007-07-25,Y,16.25,2007,7,206,1,0
14124,2007-07-26,Y,16.26,2007,7,207,0,0
14125,2007-07-27,Y,15.28,2007,7,208,0,0
14126,2007-07-28,Y,15.37,2007,7,209,0,0
14127,2007-07-29,Y,14.3,2007,7,210,0,0
14128,2007-07-30,Y,14.16,2007,7,211,1,0
14129,2007-07-31,Y,15.99,2007,7,212,0,0
14130,2007-08-01,Y,16.14,2007,8,213,0,0
14131,2007-08-02,Y,17.12,2007,8,214,0,0
14132,2007-08-03,Y,15.71,2007,8,215,0,0
14133,2007-08-04,Y,16.76,2007,8,216,1,0
14134,2007-08-05,Y,17.94,2007,8,217,0,0
14135,2007-08-06,Y,20.44,2007,8,218,0,0
14136,2007-08-07,Y,21.21,2007,8,219,0,0
14137,2007-08-08,Y,19.93,2007,8,220,0,0
14138,2007-08-09,Y,20.71,2007,8,221,1,0
14139,2007-08-10,Y,18.82,2007,8,222,0,0
14140,2007-08-11,Y,20.37,2007,8,223,0,0
14141,2007-08-12,Y,17.44,2007,8,224,0,0
14142,2007-08-13,Y,17.24,2007,8,225,0,0
14143,2007-08-14,Y,16.68,2007,8,226,1,0
14144,2007-08-15,Y,17.38,2007,8,227,0,0
14145,2007-08-16,Y,16.49,2007,8,228,0,0
14146,2007-08-17,Y,14.6,2007,8,229,0,0
14147,2007-08-18,Y,14.02,2007,8,230,0,0
14148,2007-08-19,Y,15.74,2007,8,231,1,0
14149,2007-08-20,Y,17.68,2007,8,232,0,0
14150,2007-08-21,Y,19.05,2007,8,233,0,0
14151,2007-08-22,Y,18.25,2007,8,234,0,0
14152,2007-08-23,Y,17.59,2007,8,235,0,0
14153,2007-08-24,Y,18.39,2007,8,236,1,0
14154,2007-08-25,Y,15.76,2007,8,237,0,0
14155,2007-08-26,Y,15.22,2007,8,238,0,0
14156,2007-08-27,Y,12.59,2007,8,239,0,0
14157,2007-08-28,Y,10.49,2007,8,240,0,0
14158,2007-08-29,Y,11.3,2007,8,241,1,0
14159,2007-08-30,Y,10.58,2007,8,242,0,0
14160,2007-08-31,Y,9.77,2007,8,243,0,0
14161,2007-09-01,Y,11.26,2007,9,244,0,0
14162,2007-09-02,Y,14.29,2007,9,245,0,0
14163,2007-09-03,Y,13.45,2007,9,246,0,0
14164,2007-09-04,Y,9.55,2007,9,247,0,0
14165,2007-09-05,Y,11.22,2007,9,248,0,0
14166,2007-09-06,Y,14.35,2007,9,249,0,0
14167,2007-09-07,Y,14.26,2007,9,250,0,0
14168,2007-09-08,Y,15.04,2007,9,251,0,0
14169,2007-09-09,Y,12.46,2007,9,252,1,0
14170,2007-09-10,Y,12.74,2007,9,253,0,0
14171,2007-09-11,Y,13.27,2007,9,254,0,0
14172,2007-09-12,Y,13.89,2007,9,255,0,0
14173,2007-09-13,Y,11.87,2007,9,256,0,0
14174,2007-09-14,Y,12.56,2007,9,257,1,0
14175,2007-09-15,Y,11.69,2007,9,258,0,0
14176,2007-09-16,Y,12.88,2007,9,259,0,0
14177,2007-09-17,Y,13.66,2007,9,260,0,0
14178,2007-09-18,Y,10.14,2007,9,261,0,0
14179,2007-09-19,Y,9.32,2007,9,262,0,0
14180,2007-09-20,Y,12.06,2007,9,263,0,0
14181,2007-09-21,Y,12.86,2007,9,264,0,0
14182,2007-09-22,Y,12.97,2007,9,265,0,0
14183,2007-09-23,Y,13.7,2007,9,266,0,0
14184,2007-09-24,Y,16.24,2007,9,267,1,0
14185,2007-09-25,Y,12.01,2007,9,268,0,0
14186,2007-09-26,Y,11.0,2007,9,269,0,0
14187,2007-09-27,Y,10.84,2007,9,270,0,0
14188,2007-09-28,Y,9.6,2007,9,271,0,0
14189,2007-09-29,Y,11.48,2007,9,272,0,0
14190,2007-09-30,Y,12.06,2007,9,273,0,0
14191,2007-10-01,Y,11.42,2007,10,274,0,0
14192,2007-10-02,Y,9.61,2007,10,275,0,0
14193,2007-10-03,Y,8.54,2007,10,276,0,0
14194,2007-10-04,Y,10.04,2007,10,277,0,0
14195,2007-10-05,Y,9.52,2007,10,278,0,0
14196,2007-10-06,Y,8.55,2007,10,279,0,0
14197,2007-10-07,Y,9.7,2007,10,280,0,0
14198,2007-10-08,Y,8.32,2007,10,281,0,0
14199,2007-10-09,Y,6.88,2007,10,282,0,0
14200,2007-10-10,Y,8.47,2007,10,283,0,0
14201,2007-10-11,Y,7.52,2007,10,284,0,0
14202,2007-10-12,Y,6.88,2007,10,285,0,0
14203,2007-10-13,Y,4.84,2007,10,286,0,0
14204,2007-10-14,Y,10.42,2007,10,287,0,0
14205,2007-10-15,Y,10.87,2007,10,288,0,0
14206,2007-10-16,Y,11.98,2007,10,289,0,0
14207,2007-10-17,Y,10.26,2007,10,290,0,0
14208,2007-10-18,Y,5.47,2007,10,291,0,0
14209,2007-10-19,Y,3.54,2007,10,292,0,0
14210,2007-10-20,Y,5.34,2007,10,293,0,0
14211,2007-10-21,Y,6.52,2007,10,294,0,0
14212,2007-10-22,Y,6.51,2007,10,295,0,0
14213,2007-10-23,Y,4.5,2007,10,296,0,0
14214,2007-10-24,Y,2.8,2007,10,297,0,0
14215,2007-10-25,Y,3.9,2007,10,298,0,0
14216,2007-10-26,Y,4.34,2007,10,299,0,0
14217,2007-10-27,Y,8.37,2007,10,300,0,0
14218,2007-10-28,Y,8.67,2007,10,301,0,0
14219,2007-10-29,Y,9.48,2007,10,302,0,0
14220,2007-10-30,Y,8.12,2007,10,303,0,0
14221,2007-10-31,Y,6.28,2007,10,304,0,0
14222,2007-11-01,Y,9.62,2007,11,305,0,0
14223,2007-11-02,Y,4.22,2007,11,306,0,0
14224,2007-11-03,Y,9.07,2007,11,307,0,0
14225,2007-11-04,Y,3.9,2007,11,308,0,0
14226,2007-11-05,Y,5.39,2007,11,309,0,0
14227,2007-11-06,Y,5.36,2007,11,310,0,0
14228,2007-11-07,Y,6.16,2007,11,311,0,0
14229,2007-11-08,Y,4.66,2007,11,312,0,0
14230,2007-11-09,Y,4.53,2007,11,313,0,0
14231,2007-11-10,Y,0.53,2007,11,314,0,0
14232,2007-11-11,Y,-0.83,2007,11,315,0,0
14233,2007-11-12,Y,-1.02,2007,11,316,0,0
14234,2007-11-13,Y,-0.48,2007,11,317,0,0
14235,2007-11-14,Y,-0.81,2007,11,318,0,0
14236,2007-11-15,Y,-0.36,2007,11,319,0,1
14237,2007-11-16,Y,1.27,2007,11,320,0,0
14238,2007-11-17,Y,5.77,2007,11,321,0,0
14239,2007-11-18,Y,6.05,2007,11,322,0,0
14240,2007-11-19,Y,4.19,2007,11,323,0,0
14241,2007-11-20,Y,3.48,2007,11,324,0,0
14242,2007-11-21,Y,3.18,2007,11,325,0,0
14243,2007-11-22,Y,6.11,2007,11,326,0,0
14244,2007-11-23,Y,4.22,2007,11,327,0,0
14245,2007-11-24,Y,-0.16,2007,11,328,0,0
14246,2007-11-25,Y,3.9,2007,11,329,0,0
14247,2007-11-26,Y,2.03,2007,11,330,0,0
14248,2007-11-27,Y,-1.14,2007,11,331,0,0
14249,2007-11-28,Y,2.89,2007,11,332,0,0
14250,2007-11-29,Y,6.24,2007,11,333,0,0
14251,2007-11-30,Y,5.04,2007,11,334,0,0
14252,2007-12-01,Y,6.14,2007,12,335,0,0
14253,2007-12-02,Y,5.95,2007,12,336,0,0
14254,2007-12-03,Y,4.11,2007,12,337,0,0
14255,2007-12-04,Y,1.5,2007,12,338,0,0
14256,2007-12-05,Y,7.32,2007,12,339,0,0
14257,2007-12-06,Y,7.5,2007,12,340,0,0
14258,2007-12-07,Y,6.98,2007,12,341,0,0
14259,2007-12-08,Y,4.98,2007,12,342,0,0
14260,2007-12-09,Y,3.6,2007,12,343,0,0
14261,2007-12-10,Y,4.63,2007,12,344,0,0
14262,2007-12-11,Y,2.94,2007,12,345,0,0
14263,2007-12-12,Y,0.05,2007,12,346,0,0
14264,2007-12-13,Y,2.17,2007,12,347,0,0
14265,2007-12-14,Y,2.78,2007,12,348,0,0
14266,2007-12-15,Y,1.03,2007,12,349,0,0
14267,2007-12-16,Y,1.52,2007,12,350,0,0
14268,2007-12-17,Y,0.98,2007,12,351,0,0
14269,2007-12-18,Y,-1.39,2007,12,352,0,0
14270,2007-12-19,Y,1.38,2007,12,353,0,0
14271,2007-12-20,Y,2.26,2007,12,354,0,0
14272,2007-12-21,Y,1.53,2007,12,355,0,0
14273,2007-12-22,Y,0.2,2007,12,356,0,0
14274,2007-12-23,Y,1.35,2007,12,357,0,0
14275,2007-12-24,Y,3.75,2007,12,358,0,0
14276,2007-12-25,Y,4.0,2007,12,359,0,0
14277,2007-12-26,Y,4.7,2007,12,360,0,0
14278,2007-12-27,Y,5.23,2007,12,361,0,0
14279,2007-12-28,Y,6.78,2007,12,362,0,0
14280,2007-12-29,Y,5.22,2007,12,363,0,0
14281,2007-12-30,Y,2.84,2007,12,364,0,0
14282,2007-12-31,Y,-1.15,2007,12,365,0,0
14283,2008-01-01,Y,0.53,2008,1,1,0,0
14284,2008-01-02,Y,1.05,2008,1,2,0,0
14285,2008-01-03,Y,-1.14,2008,1,3,0,0
14286,2008-01-04,Y,-1.69,2008,1,4,0,0
14287,2008-01-05,Y,-1.38,2008,1,5,0,0
14288,2008-01-06,Y,1.08,2008,1,6,0,0
14289,2008-01-07,Y,2.45,2008,1,7,0,0
14290,2008-01-08,Y,2.8,2008,1,8,0,0
14291,2008-01-09,Y,3.94,2008,1,9,0,0
14292,2008-01-10,Y,4.14,2008,1,10,0,0
14293,2008-01-11,Y,5.02,2008,1,11,0,0
14294,2008-01-12,Y,5.18,2008,1,12,0,0
14295,2008-01-13,Y,3.81,2008,1,13,0,0
14296,2008-01-14,Y,3.35,2008,1,14,0,0
14297,2008-01-15,Y,5.03,2008,1,15,0,0
14298,2008-01-16,Y,6.13,2008,1,16,0,0
14299,2008-01-17,Y,4.3,2008,1,17,0,0
14300,2008-01-18,Y,4.64,2008,1,18,0,0
14301,2008-01-19,Y,5.82,2008,1,19,0,0
14302,2008-01-20,Y,4.42,2008,1,20,0,0
14303,2008-01-21,Y,2.93,2008,1,21,0,0
14304,2008-01-22,Y,-2.27,2008,1,22,0,0
14305,2008-01-23,Y,0.33,2008,1,23,0,0
14306,2008-01-24,Y,5.56,2008,1,24,0,0
14307,2008-01-25,Y,5.55,2008,1,25,0,0
14308,2008-01-26,Y,4.75,2008,1,26,0,0
14309,2008-01-27,Y,2.68,2008,1,27,0,0
14310,2008-01-28,Y,3.9,2008,1,28,0,0
14311,2008-01-29,Y,5.61,2008,1,29,0,0
14312,2008-01-30,Y,4.09,2008,1,30,0,0
14313,2008-01-31,Y,2.73,2008,1,31,0,0
14314,2008-02-01,Y,3.56,2008,2,32,0,0
14315,2008-02-02,Y,2.06,2008,2,33,0,0
14316,2008-02-03,Y,2.96,2008,2,34,0,0
14317,2008-02-04,Y,1.64,2008,2,35,0,0
14318,2008-02-05,Y,3.12,2008,2,36,0,0
14319,2008-02-06,Y,4.24,2008,2,37,0,0
14320,2008-02-07,Y,3.8,2008,2,38,0,0
14321,2008-02-08,Y,5.14,2008,2,39,0,0
14322,2008-02-09,Y,4.8,2008,2,40,0,0
14323,2008-02-10,Y,4.36,2008,2,41,0,0
14324,2008-02-11,Y,3.36,2008,2,42,0,0
14325,2008-02-12,Y,3.18,2008,2,43,0,0
14326,2008-02-13,Y,3.45,2008,2,44,0,0
14327,2008-02-14,Y,-0.16,2008,2,45,0,0
14328,2008-02-15,Y,-2.21,2008,2,46,0,0
14329,2008-02-16,Y,-0.46,2008,2,47,0,0
14330,2008-02-17,Y,5.08,2008,2,48,0,0
14331,2008-02-18,Y,5.95,2008,2,49,0,0
14332,2008-02-19,Y,2.92,2008,2,50,0,0
14333,2008-02-20,Y,4.34,2008,2,51,0,0
14334,2008-02-21,Y,3.94,2008,2,52,0,0
14335,2008-02-22,Y,5.94,2008,2,53,0,0
14336,2008-02-23,Y,5.49,2008,2,54,0,0
14337,2008-02-24,Y,6.29,2008,2,55,0,0
14338,2008-02-25,Y,5.22,2008,2,56,0,0
14339,2008-02-26,Y,5.21,2008,2,57,0,0
14340,2008-02-27,Y,5.99,2008,2,58,0,0
14341,2008-02-28,Y,5.0,2008,2,59,0,0
14342,2008-02-29,Y,4.78,2008,2,60,0,0
14343,2008-03-01,Y,3.23,2008,3,61,0,0
14344,2008-03-02,Y,3.91,2008,3,62,0,0
14345,2008-03-03,Y,2.88,2008,3,63,0,0
14346,2008-03-04,Y,-0.51,2008,3,64,0,0
14347,2008-03-05,Y,1.02,2008,3,65,0,0
14348,2008-03-06,Y,5.64,2008,3,66,0,0
14349,2008-03-07,Y,2.66,2008,3,67,0,0
14350,2008-03-08,Y,4.94,2008,3,68,0,0
14351,2008-03-09,Y,5.12,2008,3,69,0,0
14352,2008-03-10,Y,6.13,2008,3,70,0,0
14353,2008-03-11,Y,6.3,2008,3,71,0,0
14354,2008-03-12,Y,3.79,2008,3,72,0,0
14355,2008-03-13,Y,4.41,2008,3,73,0,0
14356,2008-03-14,Y,4.44,2008,3,74,0,0
14357,2008-03-15,Y,4.58,2008,3,75,0,0
14358,2008-03-16,Y,4.18,2008,3,76,0,0
14359,2008-03-17,Y,-0.76,2008,3,77,0,0
14360,2008-03-18,Y,-0.99,2008,3,78,0,0
14361,2008-03-19,Y,-0.51,2008,3,79,0,0
14362,2008-03-20,Y,-0.65,2008,3,80,0,0
14363,2008-03-21,Y,-0.41,2008,3,81,0,1
14364,2008-03-22,Y,-4.06,2008,3,82,0,0
14365,2008-03-23,Y,-5.34,2008,3,83,0,0
14366,2008-03-24,Y,-0.17,2008,3,84,0,0
14367,2008-03-25,Y,-1.47,2008,3,85,0,0
14368,2008-03-26,Y,-2.61,2008,3,86,0,1
14369,2008-03-27,Y,-1.64,2008,3,87,0,0
14370,2008-03-28,Y,2.07,2008,3,88,0,0
14371,2008-03-29,Y,4.76,2008,3,89,0,0
14372,2008-03-30,Y,7.84,2008,3,90,0,0
14373,2008-03-31,Y,5.55,2008,3,91,0,0
14374,2008-04-01,Y,5.27,2008,4,92,0,0
14375,2008-04-02,Y,5.34,2008,4,93,0,0
14376,2008-04-03,Y,7.39,2008,4,94,0,0
14377,2008-04-04,Y,4.42,2008,4,95,0,0
14378,2008-04-05,Y,4.55,2008,4,96,0,0
14379,2008-04-06,Y,2.62,2008,4,97,0,0
14380,2008-04-07,Y,3.73,2008,4,98,0,0
14381,2008-04-08,Y,4.09,2008,4,99,0,0
14382,2008-04-09,Y,3.86,2008,4,100,0,0
14383,2008-04-10,Y,5.01,2008,4,101,0,0
14384,2008-04-11,Y,7.0,2008,4,102,0,0
14385,2008-04-12,Y,3.23,2008,4,103,0,0
14386,2008-04-13,Y,6.29,2008,4,104,0,0
14387,2008-04-14,Y,5.71,2008,4,105,0,0
14388,2008-04-15,Y,5.55,2008,4,106,0,0
14389,2008-04-16,Y,5.52,2008,4,107,0,0
14390,2008-04-17,Y,7.87,2008,4,108,0,0
14391,2008-04-18,Y,6.37,2008,4,109,0,0
14392,2008-04-19,Y,7.35,2008,4,110,0,0
14393,2008-04-20,Y,7.57,2008,4,111,0,0
14394,2008-04-21,Y,9.96,2008,4,112,0,0
14395,2008-04-22,Y,10.02,2008,4,113,0,0
14396,2008-04-23,Y,8.06,2008,4,114,0,0
14397,2008-04-24,Y,8.65,2008,4,115,0,0
14398,2008-04-25,Y,9.09,2008,4,116,0,0
14399,2008-04-26,Y,8.69,2008,4,117,0,0
14400,2008-04-27,Y,11.77,2008,4,118,0,0
14401,2008-04-28,Y,15.83,2008,4,119,0,0
14402,2008-04-29,Y,16.79,2008,4,120,0,0
14403,2008-04-30,Y,14.5,2008,4,121,0,0
14404,2008-05-01,Y,9.9,2008,5,122,0,0
14405,2008-05-02,Y,9.84,2008,5,123,0,0
14406,2008-05-03,Y,9.24,2008,5,124,0,0
14407,2008-05-04,Y,9.91,2008,5,125,0,0
14408,2008-05-05,Y,10.91,2008,5,126,0,0
14409,2008-05-06,Y,12.5,2008,5,127,0,0
14410,2008-05-07,Y,12.97,2008,5,128,0,0
14411,2008-05-08,Y,13.56,2008,5,129,0,0
14412,2008-05-09,Y,14.89,2008,5,130,1,0
14413,2008-05-10,Y,15.83,2008,5,131,0,0
14414,2008-05-11,Y,16.16,2008,5,132,0,0
14415,2008-05-12,Y,12.05,2008,5,133,0,0
14416,2008-05-13,Y,10.06,2008,5,134,0,0
14417,2008-05-14,Y,11.24,2008,5,135,1,0
14418,2008-05-15,Y,11.17,2008,5,136,0,0
14419,2008-05-16,Y,11.05,2008,5,137,0,0
14420,2008-05-17,Y,8.97,2008,5,138,0,0
14421,2008-05-18,Y,4.51,2008,5,139,0,0
14422,2008-05-19,Y,6.64,2008,5,140,0,0
14423,2008-05-20,Y,8.55,2008,5,141,0,0
14424,2008-05-21,Y,9.91,2008,5,142,0,0
14425,2008-05-22,Y,11.53,2008,5,143,0,0
14426,2008-05-23,Y,13.71,2008,5,144,0,0
14427,2008-05-24,Y,15.09,2008,5,145,0,0
14428,2008-05-25,Y,13.64,2008,5,146,0,0
14429,2008-05-26,Y,13.92,2008,5,147,1,0
14430,2008-05-27,Y,14.85,2008,5,148,0,0
14431,2008-05-28,Y,15.03,2008,5,149,0,0
14432,2008-05-29,Y,15.97,2008,5,150,0,0
14433,2008-05-30,Y,18.5,2008,5,151,0,0
14434,2008-05-31,Y,19.81,2008,5,152,1,0
14435,2008-06-01,Y,18.72,2008,6,153,0,0
14436,2008-06-02,Y,20.59,2008,6,154,0,0
14437,2008-06-03,Y,20.94,2008,6,155,0,0
14438,2008-06-04,Y,18.94,2008,6,156,0,0
14439,2008-06-05,Y,18.77,2008,6,157,1,0
14440,2008-06-06,Y,18.09,2008,6,158,0,0
14441,2008-06-07,Y,20.14,2008,6,159,0,0
14442,2008-06-08,Y,19.37,2008,6,160,0,0
14443,2008-06-09,Y,17.54,2008,6,161,0,0
14444,2008-06-10,Y,15.25,2008,6,162,1,0
14445,2008-06-11,Y,13.37,2008,6,163,0,0
14446,2008-06-12,Y,13.91,2008,6,164,0,0
14447,2008-06-13,Y,12.61,2008,6,165,0,0
14448,2008-06-14,Y,12.32,2008,6,166,0,0
14449,2008-06-15,Y,10.83,2008,6,167,1,0
14450,2008-06-16,Y,10.36,2008,6,168,0,0
14451,2008-06-17,Y,12.99,2008,6,169,0,0
14452,2008-06-18,Y,15.02,2008,6,170,0,0
14453,2008-06-19,Y,13.92,2008,6,171,0,0
14454,2008-06-20,Y,13.37,2008,6,172,1,0
14455,2008-06-21,Y,12.62,2008,6,173,0,0
14456,2008-06-22,Y,12.6,2008,6,174,0,0
14457,2008-06-23,Y,12.92,2008,6,175,0,0
14458,2008-06-24,Y,11.92,2008,6,176,0,0
14459,2008-06-25,Y,12.43,2008,6,177,1,0
14460,2008-06-26,Y,13.5,2008,6,178,0,0
14461,2008-06-27,Y,13.84,2008,6,179,0,0
14462,2008-06-28,Y,14.73,2008,6,180,0,0
14463,2008-06-29,Y,14.92,2008,6,181,0,0
14464,2008-06-30,Y,14.48,2008,6,182,1,0
14465,2008-07-01,Y,14.98,2008,7,183,0,0
14466,2008-07-02,Y,17.35,2008,7,184,0,0
14467,2008-07-03,Y,21.79,2008,7,185,0,0
14468,2008-07-04,Y,20.84,2008,7,186,0,0
14469,2008-07-05,Y,21.78,2008,7,187,1,0
14470,2008-07-06,Y,18.05,2008,7,188,0,0
14471,2008-07-07,Y,15.16,2008,7,189,0,0
14472,2008-07-08,Y,13.28,2008,7,190,0,0
14473,2008-07-09,Y,15.24,2008,7,191,0,0
14474,2008-07-10,Y,16.55,2008,7,192,1,0
14475,2008-07-11,Y,16.46,2008,7,193,0,0
14476,2008-07-12,Y,16.23,2008,7,194,0,0
14477,2008-07-13,Y,16.05,2008,7,195,0,0
14478,2008-07-14,Y,15.54,2008,7,196,0,0
14479,2008-07-15,Y,16.74,2008,7,197,1,0
14480,2008-07-16,Y,14.63,2008,7,198,0,0
14481,2008-07-17,Y,14.85,2008,7,199,0,0
14482,2008-07-18,Y,14.74,2008,7,200,0,0
14483,2008-07-19,Y,16.22,2008,7,201,0,0
14484,2008-07-20,Y,14.97,2008,7,202,1,0
14485,2008-07-21,Y,15.36,2008,7,203,0,0
14486,2008-07-22,Y,17.13,2008,7,204,0,0
14487,2008-07-23,Y,16.78,2008,7,205,0,0
14488,2008-07-24,Y,20.82,2008,7,206,0,0
14489,2008-07-25,Y,23.25,2008,7,207,1,0
14490,2008-07-26,Y,22.91,2008,7,208,0,0
14491,2008-07-27,Y,23.58,2008,7,209,0,0
14492,2008-07-28,Y,24.27,2008,7,210,0,0
14493,2008-07-29,Y,22.33,2008,7,211,0,0
14494,2008-07-30,Y,20.84,2008,7,212,1,0
14495,2008-07-31,Y,21.46,2008,7,213,0,0
14496,2008-08-01,Y,22.56,2008,8,214,0,0
14497,2008-08-02,Y,18.16,2008,8,215,0,0
14498,2008-08-03,Y,17.47,2008,8,216,0,0
14499,2008-08-04,Y,13.9,2008,8,217,1,0
